Months.Since.1Jan1840,Year.Month.Day,bp30to90cm.gm-2
1934,2001-04-01,0.007419601285604959
1935,2001-05-01,0.007424210609686355
1936,2001-06-01,0.007428805683955167
1937,2001-07-01,0.007433385633068592
1938,2001-08-01,0.0074379498472729845
1939,2001-09-01,0.007442497915314666
1940,2001-10-01,0.0074470295650864654
1941,2001-11-01,0.00745154462116979
1942,2001-12-01,0.007456042978165632
1943,2002-01-01,0.007460382912529094
1944,2002-02-01,0.007464350081054661
1945,2002-03-01,0.0074682926570020574
1946,2002-04-01,0.007472211932833892
1947,2002-05-01,0.007476109186889942
1948,2002-06-01,0.0074799855238216265
1949,2002-07-01,0.0074838418286948165
1950,2002-08-01,0.007487678797056617
1951,2002-09-01,0.007491496994121107
1952,2002-10-01,0.007495296909507113
1953,2002-11-01,0.0074990789933398585
1954,2002-12-01,0.007502843673648145
1955,2003-01-01,0.0075063492771682006
1956,2003-02-01,0.00750906801784282
1957,2003-03-01,0.0075117621549780815
1958,2003-04-01,0.007514434221509506
1959,2003-05-01,0.007517086498012103
1960,2003-06-01,0.007519720824397764
1961,2003-07-01,0.007522338590923223
1962,2003-08-01,0.007524940830743714
1963,2003-09-01,0.007527528337610776
1964,2003-10-01,0.007530101762302973
1965,2003-11-01,0.007532661673137167
1966,2003-12-01,0.007535208585503178
1967,2004-01-01,0.007537515062992306
1968,2004-02-01,0.007539438905877545
1969,2004-03-01,0.0075413478014067165
1970,2004-04-01,0.0075432436238725325
1971,2004-05-01,0.007545128018340691
1972,2004-06-01,0.007547002278501217
1973,2004-07-01,0.0075488673480160595
1974,2004-08-01,0.007550723891972044
1975,2004-09-01,0.007552572385364304
1976,2004-10-01,0.0075544131860683615
1977,2004-11-01,0.007556246581877172
1978,2004-12-01,0.007558072815003801
1979,2005-01-01,0.00755966345075186
1980,2005-02-01,0.007560448301574321
1981,2005-03-01,0.007561220331861453
1982,2005-04-01,0.007561982306546329
1983,2005-05-01,0.007562736724628404
1984,2005-06-01,0.0075634855543369826
1985,2005-07-01,0.007564230190552076
1986,2005-08-01,0.007564971554659679
1987,2005-09-01,0.0075657102426143945
1988,2005-10-01,0.00756644665611147
1989,2005-11-01,0.007567181090896385
1990,2005-12-01,0.007567913783853267
1991,2006-01-01,0.007568538180539367
1992,2006-02-01,0.007568071808464524
1993,2006-03-01,0.007567594753067833
1994,2006-04-01,0.007567110047582807
1995,2006-05-01,0.007566620565527082
1996,2006-06-01,0.0075661286510729925
1997,2006-07-01,0.007565636008472335
1998,2006-08-01,0.007565143779405967
1999,2006-09-01,0.007564652701634342
2000,2006-10-01,0.007564163264819772
2001,2006-11-01,0.007563675822963265
2002,2006-12-01,0.00756319065837593
2003,2007-01-01,0.007562829486490604
2004,2007-02-01,0.007561590852333191
2005,2007-03-01,0.0075603452735367995
2006,2007-04-01,0.007559094704144367
2007,2007-05-01,0.007557841207193544
2008,2007-06-01,0.0075565866021306445
2009,2007-07-01,0.007555332296227753
2010,2007-08-01,0.007554079280938964
2011,2007-09-01,0.007552828222141703
2012,2007-10-01,0.007551579572974712
2013,2007-11-01,0.007550333666038797
2014,2007-12-01,0.007549090771443725
2015,2008-01-01,0.007548156108115971
2016,2008-02-01,0.007545925501101772
2017,2008-03-01,0.007543686959107427
2018,2008-04-01,0.007541442592264996
2019,2008-05-01,0.007539194657623869
2020,2008-06-01,0.007536945183341713
2021,2008-07-01,0.007534695784540386
2022,2008-08-01,0.007532447652740412
2023,2008-09-01,0.007530201645390645
2024,2008-10-01,0.007527958400882389
2025,2008-11-01,0.007525718433251247
2026,2008-12-01,0.007523482191763472
2027,2009-01-01,0.007521466191245263
2028,2009-02-01,0.0075187598373442095
2029,2009-03-01,0.007516056465786958
2030,2009-04-01,0.007513357008084883
2031,2009-05-01,0.007510662340788026
2032,2009-06-01,0.007507973215393278
2033,2009-07-01,0.00750529023827725
2034,2009-08-01,0.007502613886932233
2035,2009-09-01,0.007499944541368151
2036,2009-10-01,0.007497282514510974
2037,2009-11-01,0.0074946280742097925
2038,2009-12-01,0.007491981456211938
2039,2010-01-01,0.007489604717633672
2040,2010-02-01,0.007487726102102898
2041,2010-03-01,0.007485869100138813
2042,2010-04-01,0.007484031575790939
2043,2010-05-01,0.0074822112682547
2044,2010-06-01,0.0074804061893543865
2045,2010-07-01,0.00747861480191791
2046,2010-08-01,0.007476836012548046
2047,2010-09-01,0.007475069063403319
2048,2010-10-01,0.00747331340365671
2049,2010-11-01,0.007471568587989288
2050,2010-12-01,0.007469834215698186
