Months.Since.1Jan1840,Year.Month.Day,bp90cm.gm-2
1968,2004-02-01,0.011664814715935487
1969,2004-03-01,0.012130634229042746
1970,2004-04-01,0.012618626500529811
1971,2004-05-01,0.013207444544022676
1972,2004-06-01,0.013762102205988048
1973,2004-07-01,0.014197376397264531
1974,2004-08-01,0.014538162428595324
1975,2004-09-01,0.01480644147532641
1976,2004-10-01,0.01500537613722307
1977,2004-11-01,0.01516632736487951
1978,2004-12-01,0.015282619473525763
1979,2005-01-01,0.01537029515757878
1980,2005-02-01,0.015472809778253327
1981,2005-03-01,0.015622056258770806
1982,2005-04-01,0.01577909057736197
1983,2005-05-01,0.016120654577578053
1984,2005-06-01,0.016408363516564193
1985,2005-07-01,0.01660306002399652
1986,2005-08-01,0.016727399273083504
1987,2005-09-01,0.016814325850930473
1988,2005-10-01,0.016856018169002746
1989,2005-11-01,0.016863297605268144
1990,2005-12-01,0.016843953630376482
1991,2006-01-01,0.016806844252486648
1992,2006-02-01,0.01665814232844157
1993,2006-03-01,0.01644893379728339
1994,2006-04-01,0.01645133711794862
1995,2006-05-01,0.016610249570275595
1996,2006-06-01,0.016697492872221723
1997,2006-07-01,0.016709514318455288
1998,2006-08-01,0.016678253353741786
1999,2006-09-01,0.016612722108499053
2000,2006-10-01,0.0165088377633225
2001,2006-11-01,0.0163905481212387
2002,2006-12-01,0.01624570386387749
2003,2007-01-01,0.016101432096101112
2004,2007-02-01,0.01619728081917871
2005,2007-03-01,0.016234211610661572
2006,2007-04-01,0.0164929937348139
2007,2007-05-01,0.016836004091878475
2008,2007-06-01,0.017198292233939986
2009,2007-07-01,0.017433489117709193
2010,2007-08-01,0.01759404796782258
2011,2007-09-01,0.01770866349519137
2012,2007-10-01,0.017784134104664343
2013,2007-11-01,0.01781770200244684
2014,2007-12-01,0.017815132854079693
2015,2008-01-01,0.01778756780897206
2016,2008-02-01,0.017708833429258025
2017,2008-03-01,0.017540942008550296
2018,2008-04-01,0.017493951350633002
2019,2008-05-01,0.017775086511146614
2020,2008-06-01,0.01804381510220481
2021,2008-07-01,0.01817990060521997
2022,2008-08-01,0.01823517268455077
2023,2008-09-01,0.018253653622577644
2024,2008-10-01,0.018243634847355503
2025,2008-11-01,0.018194690173705085
2026,2008-12-01,0.018117303393441624
2027,2009-01-01,0.018014584873334984
2028,2009-02-01,0.01596315105657333
2029,2009-03-01,0.0141632233022913
2030,2009-04-01,0.012705513388761564
2031,2009-05-01,0.011790111540248806
2032,2009-06-01,0.011061525886371727
2033,2009-07-01,0.010389226427908533
2034,2009-08-01,0.00980686799887192
2035,2009-09-01,0.009314845746923966
2036,2009-10-01,0.008888528005365765
2037,2009-11-01,0.008522634427342043
2038,2009-12-01,0.008210778296768022
2039,2010-01-01,0.007942518037805718
2040,2010-02-01,0.007498484039205563
2041,2010-03-01,0.007105256652783379
2042,2010-04-01,0.006782566926099666
2043,2010-05-01,0.006687950134626635
2044,2010-06-01,0.006741762636062071
2045,2010-07-01,0.006721523708514168
2046,2010-08-01,0.006659788486041377
2047,2010-09-01,0.006582195152182542
2048,2010-10-01,0.006497759682323948
2049,2010-11-01,0.006417739975954545
2050,2010-12-01,0.006341220997212825
