Months.Since.1Jan1840,Year.Month.Day,1to10g.gm-2,10to100g.gm-2,100gto1kg.gm-2,1to10kg.gm-2,10to100kg.gm-2,GT100kg.gm-2
1467,1962-05-01,7.308148979972567e-8,1.847114552494995e-6,4.4874728473536624e-5,0.004341532762649496,0.05973743966767713,0.04534407415131034
1468,1962-06-01,7.308148980971913e-8,1.8471146078753766e-6,4.487473606833312e-5,0.004341518451773055,0.059737331616937214,0.045344213833172525
1469,1962-07-01,7.308148981970354e-8,1.8471146632118717e-6,4.4874743658477704e-5,0.004341504153921475,0.05973722364261637,0.045344353395097535
1470,1962-08-01,7.308148982967894e-8,1.8471147185045175e-6,4.487475124397302e-5,0.004341489869082365,0.05973711574466131,0.04534449283719485
1471,1962-09-01,7.30814898396453e-8,1.8471147737533509e-6,4.4874758824821695e-5,0.004341475597243348,0.05973700792301881,0.04534463215957382
1472,1962-10-01,7.308148984960268e-8,1.847114828958409e-6,4.4874766401026326e-5,0.0043414613383920605,0.059736900177635645,0.04534477136234371
1473,1962-11-01,7.308148985955103e-8,1.8471148841197284e-6,4.487477397258957e-5,0.0043414470925161475,0.05973679250845865,0.04534491044561367
1474,1962-12-01,7.308148986949039e-8,1.847114939237346e-6,4.487478153951402e-5,0.004341432859603269,0.059736684915434664,0.04534504940949276
1475,1963-01-01,7.308148987942078e-8,1.8471149943112993e-6,4.487478910180231e-5,0.0043414186396410976,0.0597365773985106,0.04534518825408991
1476,1963-02-01,7.319770510271665e-8,1.8486051907908543e-6,4.490228724517054e-5,0.004341464226683127,0.05971289911577078,0.04534540303984961
1477,1963-03-01,7.281409312090347e-8,1.8482613703916977e-6,4.504692316107518e-5,0.004346084578599877,0.05969721094487959,0.0453478332124716
1478,1963-04-01,7.219387262378602e-8,1.8448706416822635e-6,4.516993724917557e-5,0.004350855589185517,0.05968158364597417,0.045350263102477244
1479,1963-05-01,7.151212660957141e-8,1.8393003776899027e-6,4.5266537887833195e-5,0.004355765516968816,0.05966603135785361,0.045352692694561554
