Months.Since.1Jan1840,Year.Month.Day,tcb.gm-2
1650,1977-08-01,0.010007110805787686
1651,1977-09-01,0.010119787247751498
1652,1977-10-01,0.01017769486893273
1653,1977-11-01,0.010193468319162277
1654,1977-12-01,0.010197506992439386
1655,1978-01-01,0.010175760651703966
1656,1978-02-01,0.00961791165708215
1657,1978-03-01,0.009130353068635992
1658,1978-04-01,0.008729081068733914
1659,1978-05-01,0.008640572245608645
1660,1978-06-01,0.008597063058937312
1661,1978-07-01,0.008504119309861379
1662,1978-08-01,0.008388004784137424
1663,1978-09-01,0.00827261223919372
1664,1978-10-01,0.008151229852232047
1665,1978-11-01,0.008036557414877755
1666,1978-12-01,0.0079245032626378345
1667,1979-01-01,0.0078116974895520545
1668,1979-02-01,0.007700838822642717
1669,1979-03-01,0.007579613826373212
1670,1979-04-01,0.007538520882504326
1671,1979-05-01,0.007623835714991144
1672,1979-06-01,0.007871811378953947
1673,1979-07-01,0.008004890487845176
1674,1979-08-01,0.008053431704581884
1675,1979-09-01,0.008060348219617736
1676,1979-10-01,0.008026667134676497
1677,1979-11-01,0.007991327044994015
1678,1979-12-01,0.007939679464033945
1679,1980-01-01,0.007880589574800482
1680,1980-02-01,0.00802998799611845
1681,1980-03-01,0.008129879823525728
1682,1980-04-01,0.008397421572390065
1683,1980-05-01,0.0087269571206254
1684,1980-06-01,0.008980805833420591
1685,1980-07-01,0.009114123395941736
1686,1980-08-01,0.009181018924197922
1687,1980-09-01,0.009201630725357254
1688,1980-10-01,0.009193775077193976
1689,1980-11-01,0.009166265209358643
1690,1980-12-01,0.009136583761695925
1691,1981-01-01,0.00909573992140525
1692,1981-02-01,0.008955336772731162
1693,1981-03-01,0.008754188533501467
1694,1981-04-01,0.008632947078845111
1695,1981-05-01,0.008771402739122197
1696,1981-06-01,0.008972092064264685
1697,1981-07-01,0.009041682227459437
1698,1981-08-01,0.009038463166445927
1699,1981-09-01,0.009001459191634597
1700,1981-10-01,0.008932920858331325
1701,1981-11-01,0.00886390837044091
1702,1981-12-01,0.008795093035722436
1703,1982-01-01,0.008718807495942196
1704,1982-02-01,0.008641105789992
1705,1982-03-01,0.00858522792016538
1706,1982-04-01,0.008543121467064417
1707,1982-05-01,0.008777561313788889
1708,1982-06-01,0.008918967996629792
1709,1982-07-01,0.008940192764396183
1710,1982-08-01,0.008909334876060805
1711,1982-09-01,0.00883034793315384
1712,1982-10-01,0.008733940219089152
1713,1982-11-01,0.00862937465558984
1714,1982-12-01,0.008509020559690172
1715,1983-01-01,0.00841186746542547
1716,1983-02-01,0.007437526368678209
1717,1983-03-01,0.006615045130455645
1718,1983-04-01,0.006057117472526796
1719,1983-05-01,0.005732827187221647
1720,1983-06-01,0.005710423387664812
1721,1983-07-01,0.0056440685642667725
1722,1983-08-01,0.005523729413599129
1723,1983-09-01,0.005397133754250667
1724,1983-10-01,0.005279751437246307
1725,1983-11-01,0.005192342152214965
1726,1983-12-01,0.0051220991704402745
1727,1984-01-01,0.005056251419020616
1728,1984-02-01,0.004947318633183696
1729,1984-03-01,0.004789249384516643
1730,1984-04-01,0.004709707365391568
1731,1984-05-01,0.004752423890053457
1732,1984-06-01,0.004935925738465186
1733,1984-07-01,0.005021280025423126
1734,1984-08-01,0.005032338208855561
1735,1984-09-01,0.005014101291262902
1736,1984-10-01,0.004972312724857791
1737,1984-11-01,0.004936217642625233
1738,1984-12-01,0.00489536299803289
1739,1985-01-01,0.004840876545422463
1740,1985-02-01,0.004698642224362661
1741,1985-03-01,0.004581497653426128
1742,1985-04-01,0.004524028971161533
1743,1985-05-01,0.00452508765678069
1744,1985-06-01,0.004795428005541458
1745,1985-07-01,0.004899905733706045
1746,1985-08-01,0.004911555953561089
1747,1985-09-01,0.0048890932383339365
1748,1985-10-01,0.0048529265734776825
1749,1985-11-01,0.0048122188727817644
1750,1985-12-01,0.004755798126128479
1751,1986-01-01,0.004706866705206678
1752,1986-02-01,0.004512003393569868
1753,1986-03-01,0.004318015930367713
1754,1986-04-01,0.004323845430196565
1755,1986-05-01,0.004467053949896965
1756,1986-06-01,0.004512973251817736
1757,1986-07-01,0.004478769786309534
1758,1986-08-01,0.004422092670552574
1759,1986-09-01,0.004362719493560955
1760,1986-10-01,0.0042965948691718134
1761,1986-11-01,0.004239675024557323
1762,1986-12-01,0.004193058890196347
1763,1987-01-01,0.004142474336279256
1764,1987-02-01,0.004310964055250298
1765,1987-03-01,0.00438332410969858
1766,1987-04-01,0.004504768777505821
1767,1987-05-01,0.00462411201633102
1768,1987-06-01,0.0049488733067241985
1769,1987-07-01,0.005119277128701485
1770,1987-08-01,0.005174283694358846
1771,1987-09-01,0.0051760466502238775
1772,1987-10-01,0.005152528930878332
1773,1987-11-01,0.005122770245020097
1774,1987-12-01,0.0050908382653408486
1775,1988-01-01,0.00506873035668903
1776,1988-02-01,0.0052429427024494385
1777,1988-03-01,0.005317740168746252
1778,1988-04-01,0.005414566246035097
1779,1988-05-01,0.005697259606021506
1780,1988-06-01,0.006021147766016021
1781,1988-07-01,0.006174234870636005
1782,1988-08-01,0.0062351422750950335
1783,1988-09-01,0.006248384130952661
1784,1988-10-01,0.006231314783743749
1785,1988-11-01,0.0062144475647104664
1786,1988-12-01,0.006183574858963819
1787,1989-01-01,0.006135208011340891
1788,1989-02-01,0.006116366587295768
1789,1989-03-01,0.0060118934577670724
1790,1989-04-01,0.006033299107815672
1791,1989-05-01,0.00622194037571744
1792,1989-06-01,0.006406717849971678
1793,1989-07-01,0.006490944758705811
1794,1989-08-01,0.006513747989836477
1795,1989-09-01,0.006509371329605534
1796,1989-10-01,0.006481888257815568
1797,1989-11-01,0.006437302937729315
1798,1989-12-01,0.0063783075497469005
1799,1990-01-01,0.006317369538121257
1800,1990-02-01,0.005809189075094242
1801,1990-03-01,0.005404038439977447
1802,1990-04-01,0.005105420958562994
1803,1990-05-01,0.005180309749143636
1804,1990-06-01,0.005162142951133183
1805,1990-07-01,0.005077656843900812
1806,1990-08-01,0.004982736432253015
1807,1990-09-01,0.0048987358892818265
1808,1990-10-01,0.004822686065578751
1809,1990-11-01,0.004745893536138416
1810,1990-12-01,0.004676691483411752
1811,1991-01-01,0.004605427126920664
1812,1991-02-01,0.004743621829225572
1813,1991-03-01,0.00490437630568255
1814,1991-04-01,0.0050385674382899285
1815,1991-05-01,0.005305644413146897
1816,1991-06-01,0.005469847996192821
1817,1991-07-01,0.005522036064328036
1818,1991-08-01,0.005529468921220852
1819,1991-09-01,0.005518086574051308
1820,1991-10-01,0.005488052731572
1821,1991-11-01,0.005433215068707453
1822,1991-12-01,0.005378816746278518
1823,1992-01-01,0.005317442931681051
1824,1992-02-01,0.005400032447409149
1825,1992-03-01,0.005418651912689281
1826,1992-04-01,0.005522155401710103
1827,1992-05-01,0.005740470186929473
1828,1992-06-01,0.00596557125804622
1829,1992-07-01,0.006086012975778145
1830,1992-08-01,0.006134441602908862
1831,1992-09-01,0.006143501932337645
1832,1992-10-01,0.006133550705608249
1833,1992-11-01,0.006109641912246954
1834,1992-12-01,0.006080449471228459
1835,1993-01-01,0.006033683664544165
1836,1993-02-01,0.005796965011987748
1837,1993-03-01,0.005567322097390947
1838,1993-04-01,0.0054334713506874474
1839,1993-05-01,0.005551741328618152
1840,1993-06-01,0.0056571582768523325
1841,1993-07-01,0.005653773024161628
1842,1993-08-01,0.005605699135415673
1843,1993-09-01,0.005542827876170477
1844,1993-10-01,0.005467600231424163
1845,1993-11-01,0.005404456436854693
1846,1993-12-01,0.00534016000441408
1847,1994-01-01,0.005277436735565394
1848,1994-02-01,0.005119494121924195
1849,1994-03-01,0.00497767260193965
1850,1994-04-01,0.004906337783067792
1851,1994-05-01,0.00510427988316749
1852,1994-06-01,0.005272640728094902
1853,1994-07-01,0.0052657524938688645
1854,1994-08-01,0.005201900993395063
1855,1994-09-01,0.005114826001294652
1856,1994-10-01,0.005028595521356045
1857,1994-11-01,0.004946285357324473
1858,1994-12-01,0.004866901040064604
1859,1995-01-01,0.004810827383651498
1860,1995-02-01,0.005023329718032933
1861,1995-03-01,0.005148332579733486
1862,1995-04-01,0.005425127953759046
1863,1995-05-01,0.005827546562116068
1864,1995-06-01,0.006124988310958319
1865,1995-07-01,0.006264838726985556
1866,1995-08-01,0.006307927754781224
1867,1995-09-01,0.006312160233021949
1868,1995-10-01,0.006291580800590801
1869,1995-11-01,0.0062609509255023964
1870,1995-12-01,0.006209390987146118
1871,1996-01-01,0.00616170563274262
1872,1996-02-01,0.006472034311864773
1873,1996-03-01,0.006707707340187219
1874,1996-04-01,0.006981417157824979
1875,1996-05-01,0.007429044392385296
1876,1996-06-01,0.0077722160893649505
1877,1996-07-01,0.007954367504931543
1878,1996-08-01,0.008053802907031768
1879,1996-09-01,0.008107350247508902
1880,1996-10-01,0.008119219875021356
1881,1996-11-01,0.008111360134528244
1882,1996-12-01,0.008079005589518877
1883,1997-01-01,0.008026580438562338
1884,1997-02-01,0.007839680738175186
1885,1997-03-01,0.007705345473005865
1886,1997-04-01,0.007749430148461008
1887,1997-05-01,0.007931768295555103
1888,1997-06-01,0.008064791560297954
1889,1997-07-01,0.00807727268939838
1890,1997-08-01,0.008039032325259403
1891,1997-09-01,0.00796856103020358
1892,1997-10-01,0.007863778346902738
1893,1997-11-01,0.007759399906413991
1894,1997-12-01,0.007669395995962063
1895,1998-01-01,0.007580023968256351
1896,1998-02-01,0.007377934952671176
1897,1998-03-01,0.007130915419442262
1898,1998-04-01,0.007034737568109338
1899,1998-05-01,0.006958056024321487
1900,1998-06-01,0.00708128638945844
1901,1998-07-01,0.007212900506635453
1902,1998-08-01,0.007261442147871221
1903,1998-09-01,0.007258027915518285
1904,1998-10-01,0.0072220991199453905
1905,1998-11-01,0.00717496130004219
1906,1998-12-01,0.007132351056790426
1907,1999-01-01,0.007076959439788941
1908,1999-02-01,0.006731489588160832
1909,1999-03-01,0.006394142701689556
1910,1999-04-01,0.006178619625533303
1911,1999-05-01,0.006040871541683989
1912,1999-06-01,0.006140002684482045
1913,1999-07-01,0.006196817522711705
1914,1999-08-01,0.006200181430370227
1915,1999-09-01,0.006179889181742747
1916,1999-10-01,0.0061447275143660576
1917,1999-11-01,0.00609494066179916
1918,1999-12-01,0.00604447561182682
1919,2000-01-01,0.005989420485319535
1920,2000-02-01,0.006468479773265709
1921,2000-03-01,0.006819514197952473
1922,2000-04-01,0.007180942848511984
1923,2000-05-01,0.007564854751116227
1924,2000-06-01,0.008257462246483934
1925,2000-07-01,0.008672579311264179
1926,2000-08-01,0.008920785543385953
1927,2000-09-01,0.009086113620536868
1928,2000-10-01,0.009192320099641547
1929,2000-11-01,0.009251112272768917
1930,2000-12-01,0.00927874204022852
1931,2001-01-01,0.009286590395503976
1932,2001-02-01,0.009646871526364741
