Months.Since.1Jan1840,Year.Month.Day,1to10g.gm-2,10to100g.gm-2,100gto1kg.gm-2,1to10kg.gm-2,10to100kg.gm-2,GT100kg.gm-2
1568,1970-10-01,0,0,5.523380068762647e-6,3.3999972749476463e-4,0.0011075812329645216,5.896359583055783e-5
1569,1970-11-01,0,0,5.55115223199209e-6,3.370995011979527e-4,0.0010958656265271825,5.7532835139268874e-5
1570,1970-12-01,0,0,5.624639751860463e-6,3.3401169729213993e-4,0.00108125164257163,5.596662165869892e-5
1571,1971-01-01,0,0,2.0347585960315085e-6,1.1769335854802112e-4,3.7520253266990524e-4,1.9288944882560987e-5
1572,1971-02-01,0,0,2.2110369319071866e-6,1.4980463329876756e-4,4.659677941923792e-4,2.565989163923319e-5
1573,1971-03-01,0,0,2.2431432065761577e-6,1.791365725092623e-4,5.583583960995418e-4,3.430288958736371e-5
1574,1971-04-01,0,0,2.1849384871386877e-6,2.0606973249773025e-4,6.530520176176527e-4,4.558309161281881e-5
1575,1971-05-01,0,0,2.0939739520465916e-6,2.286344716861412e-4,7.459923894712285e-4,5.856163479191593e-5
1576,1971-06-01,0,0,2.0501306820665215e-6,2.4691313451987584e-4,8.65077858344528e-4,7.157361205175083e-5
1577,1971-07-01,0,0,2.0601902328104893e-6,2.6194850313052457e-4,9.628784490978243e-4,8.389587581563484e-5
1578,1971-08-01,0,0,2.0777910566401206e-6,2.747954554170674e-4,0.0010351517019637235,9.515232412805334e-5
1579,1971-09-01,0,0,2.0890751431238563e-6,2.853601553366545e-4,0.0010892769196726494,1.0514805228831993e-4
1580,1971-10-01,0,0,2.097728725403757e-6,2.936034834817311e-4,0.001129969359884323,1.1374143830507467e-4
1581,1971-11-01,0,0,2.113207287106438e-6,2.9966739467432327e-4,0.001161006164686082,1.2094050221437079e-4
1582,1971-12-01,0,0,2.1398932421508255e-6,3.0361424324859885e-4,0.0011822729332472363,1.267175255985781e-4
1583,1972-01-01,0,0,1.5289597859115796e-6,2.1435390039741963e-4,8.335190202814962e-4,9.180929174448452e-5
1584,1972-02-01,0,0,1.5840520983062861e-6,2.269616450950104e-4,8.624359886681232e-4,9.969374697890044e-5
1585,1972-03-01,0,0,1.5854971028599707e-6,2.4007603185971445e-4,8.921493001643823e-4,1.0864640130892937e-4
1586,1972-04-01,0,0,1.534221077552574e-6,2.5246339346564713e-4,9.28453611479242e-4,1.185721289151197e-4
1587,1972-05-01,0,0,1.4789018411130924e-6,2.6420490418251275e-4,9.863476854292852e-4,1.2877118231642947e-4
1588,1972-06-01,0,0,1.4534223961828685e-6,2.7178336215101653e-4,0.0010534910712128173,1.3819837334769027e-4
1589,1972-07-01,0,0,1.4612117226472647e-6,2.787059692637112e-4,0.0011002289852175033,1.4661490183283588e-4
1590,1972-08-01,0,0,1.4777207868830764e-6,2.845159892902047e-4,0.0011339035580034023,1.5401763747240266e-4
1591,1972-09-01,0,0,1.4912134391075005e-6,2.8942916169659997e-4,0.0011594313786097573,1.604951756658156e-4
1592,1972-10-01,0,0,1.496995099729798e-6,2.928851330300793e-4,0.0011777460976043301,1.6580826364389527e-4
1593,1972-11-01,0,0,1.5113597678737428e-6,2.9430357055696945e-4,0.0011890203109994394,1.6960456868056356e-4
1594,1972-12-01,0,0,1.5500931651226077e-6,2.947892531136884e-4,0.0011969162145908322,1.724515076863001e-4
1595,1973-01-01,0,0,1.4101047924636164e-6,2.61084264611266e-4,0.0010621321060502041,1.545971430748458e-4
1596,1973-02-01,0,0,1.4432677529846156e-6,2.6688486072333863e-4,0.0010753925221720015,1.5951445631529832e-4
1597,1973-03-01,0,0,1.423854326963232e-6,2.7424980045495173e-4,0.0010801959894128374,1.65843709605827e-4
1598,1973-04-01,0,0,1.3498646942295565e-6,2.8269941433513865e-4,0.0010930049168652702,1.7372484166485597e-4
1599,1973-05-01,0,0,1.2770355859946717e-6,2.898036723277527e-4,0.001112798315096131,1.8162158083989493e-4
1600,1973-06-01,0,0,1.2531148863251125e-6,2.946221841986816e-4,0.001161448293335375,1.8883606561556995e-4
1601,1973-07-01,0,0,1.2549485536208952e-6,2.986119922979342e-4,0.0011955115733659708,1.9509657253969346e-4
1602,1973-08-01,0,0,1.2642408285922338e-6,3.021643132141604e-4,0.0012177517364412459,2.0058791703051653e-4
1603,1973-09-01,0,0,1.2671101374800336e-6,3.050492632711683e-4,0.0012333105552485098,2.0531142211717646e-4
1604,1973-10-01,0,0,1.2679480748364557e-6,3.069875404641012e-4,0.0012440871642703834,2.0917242987969264e-4
1605,1973-11-01,0,0,1.2752710175103148e-6,3.0783446934685695e-4,0.0012512133216013334,2.1212056632245982e-4
1606,1973-12-01,0,0,1.2917153679370503e-6,3.076713690355808e-4,0.0012548548338090044,2.1421009136893103e-4
1607,1974-01-01,0,0,1.8284477461761313e-6,4.2574789967554324e-4,0.001738046395559,2.989473422487463e-4
1608,1974-02-01,0,0,1.854796882194446e-6,4.107033276167894e-4,0.0016583121717769797,2.8898329419017296e-4
1609,1974-03-01,0,0,1.8609476208396343e-6,3.991685641110622e-4,0.0015757651793555376,2.802761650988126e-4
1610,1974-04-01,0,0,1.823342770830131e-6,3.900761471712527e-4,0.0015091628300530494,2.7254958430461323e-4
1611,1974-05-01,0,0,1.7831397704577203e-6,3.8348555437256395e-4,0.0014793158852971849,2.6597338118254394e-4
1612,1974-06-01,0,0,1.7441888972295155e-6,3.7556985524275907e-4,0.001473163095397179,2.592824917941966e-4
1613,1974-07-01,0,0,1.7476029997361163e-6,3.6845201348690806e-4,0.001460776606028808,2.5247546241291774e-4
1614,1974-08-01,0,0,1.7685497598088642e-6,3.6223789902675116e-4,0.0014441708942802421,2.4575147363978614e-4
1615,1974-09-01,0,0,1.7824557040442229e-6,3.571101244061262e-4,0.001427326773395324,2.394263497655191e-4
1616,1974-10-01,0,0,1.7852465579913266e-6,3.519179990861726e-4,0.001409169596070011,2.3311583008563274e-4
1617,1974-11-01,0,0,1.8024523137939797e-6,3.468096315379222e-4,0.0013921381443264345,2.2696759470797493e-4
1618,1974-12-01,0,0,1.8294064697038923e-6,3.4223727479190235e-4,0.0013770578179724104,2.2130877178370411e-4
1619,1975-01-01,0,0,1.614861935376418e-6,2.940120912001119e-4,0.0011828688606194807,1.8788712654274858e-4
1620,1975-02-01,0,0,1.6503528092849871e-6,2.9718728345674687e-4,0.0011843455108943013,1.8759764913374316e-4
1621,1975-03-01,0,0,1.6500979035452393e-6,3.011121527553616e-4,0.0011727483349482375,1.8846057066428449e-4
1622,1975-04-01,0,0,1.6149648065825906e-6,3.0609426139316365e-4,0.0011697066501468916,1.9071150570011127e-4
1623,1975-05-01,0,0,1.5646441047536504e-6,3.1058696380958516e-4,0.0011705210993921073,1.936421792112943e-4
1624,1975-06-01,0,0,1.533874477079464e-6,0.00031405021033850997,0.001200024523708446,1.966660841630305e-4
1625,1975-07-01,0,0,1.5258255301886829e-6,3.162476956838994e-4,0.001228827225781041,1.9919012685638794e-4
1626,1975-08-01,0,0,1.5348509446403e-6,3.180401106144728e-4,0.0012488337839276966,2.01212291432617e-4
1627,1975-09-01,0,0,1.5441783040489653e-6,3.1983282998749516e-4,0.001263562465105234,2.029936390774084e-4
1628,1975-10-01,0,0,1.5423173654202129e-6,3.2079143081826145e-4,0.0012731878723113888,2.0423081572138686e-4
1629,1975-11-01,0,0,1.5498945231496253e-6,3.208388475287454e-4,0.00127930076520894,2.0489855704516953e-4
1630,1975-12-01,0,0,1.5686829272000822e-6,3.200710934050242e-4,0.0012814696030678935,2.0499606523196508e-4
1631,1976-01-01,0,0,2.7288247277035947e-6,5.447562060206933e-4,0.002181017470283937,3.494930219354492e-4
