Months.Since.1Jan1840,Year.Month.Day,tcb.gm-2
2023,2008-09-01,0.1131132273823683
2024,2008-10-01,0.11310650778115708
2025,2008-11-01,0.11309985827627614
2026,2008-12-01,0.11309327491482675
2027,2009-01-01,0.11308379444114543
2028,2009-02-01,0.1130716103365365
2029,2009-03-01,0.11305960642235396
2030,2009-04-01,0.11304782012879426
2031,2009-05-01,0.11303627142162778
2032,2009-06-01,0.11302496643788235
2033,2009-07-01,0.1130139025292677
2034,2009-08-01,0.11300307226143105
2035,2009-09-01,0.11299246583018752
2036,2009-10-01,0.11298207228752334
2037,2009-11-01,0.1129718801244162
2038,2009-12-01,0.11296187758752586
2039,2010-01-01,0.11294385857767959
2040,2010-02-01,0.11292826476789472
2041,2010-03-01,0.11291300305747105
2042,2010-04-01,0.11289813632101751
2043,2010-05-01,0.112883710887321
2044,2010-06-01,0.11286975376333462
2045,2010-07-01,0.11285627435115965
2046,2010-08-01,0.11284326874930234
2047,2010-09-01,0.11283072454763457
2048,2010-10-01,0.11281862475060583
2049,2010-11-01,0.11280695037421087
2050,2010-12-01,0.11279568187424815
