r0to20 r0to50 r0to85 r0to100 r0to150 r0to200 r0to1200 r50to150 r50to200 r50to300 r100to200 r100to250 r100to400 r150to600 r200to400 r200to980 r250to500 r400to1200
1963.04166666667 22.2270416666667 22.2604583333333 22.148875 21.9991666666667 20.9739166666667 19.5610833333333 8.553925 20.3412916666667 18.6615416666667 15.9936666666667 17.1234583333333 15.6710833333333 12.9256666666667 9.78073333333333 10.8234583333333 7.07473333333333 9.31300416666667 5.23585
1963.125 21.9870416666667 21.9604583333333 21.808875 21.6691666666667 20.7439166666667 19.3910833333333 8.519925 20.1412916666667 18.5415416666667 15.9236666666667 17.1134583333333 15.6710833333333 12.9156666666667 9.77573333333333 10.8134583333333 7.06673333333333 9.29900416666667 5.22885
1963.20833333333 22.1370416666667 22.0604583333333 21.808875 21.6491666666667 20.7039166666667 19.3610833333333 8.512925 20.0312916666667 18.4615416666667 15.8736666666667 17.0734583333333 15.6510833333333 12.8956666666667 9.77373333333333 10.8134583333333 7.06373333333333 9.29400416666667 5.22585
1963.29166666667 22.4470416666667 22.3204583333333 22.018875 21.8291666666667 20.8139166666667 19.4510833333333 8.516925 20.0712916666667 18.4915416666667 15.8836666666667 17.0734583333333 15.6410833333333 12.8756666666667 9.75273333333333 10.7834583333333 7.04873333333333 9.26800416666667 5.21785
1963.375 23.0570416666667 22.8304583333333 22.398875 22.1391666666667 20.9739166666667 19.5510833333333 8.529925 20.0512916666667 18.4615416666667 15.8536666666667 16.9634583333333 15.5610833333333 12.8356666666667 9.73373333333333 10.7634583333333 7.04173333333333 9.25500416666667 5.21585
1963.45833333333 24.0070416666667 23.5704583333333 22.908875 22.5591666666667 21.1839166666667 19.6810833333333 8.547925 19.9912916666667 18.3815416666667 15.7936666666667 16.8034583333333 15.4410833333333 12.7656666666667 9.71173333333333 10.7534583333333 7.03473333333333 9.24300416666667 5.21385
1963.54166666667 24.7970416666667 24.2604583333333 23.378875 22.9491666666667 21.4239166666667 19.8510833333333 8.578925 20.0112916666667 18.3815416666667 15.7936666666667 16.7534583333333 15.4010833333333 12.7456666666667 9.70673333333333 10.7434583333333 7.03773333333333 9.24400416666667 5.21885
1963.625 25.4470416666667 24.8704583333333 23.818875 23.3191666666667 21.6739166666667 20.0310833333333 8.613925 20.0812916666667 18.4115416666667 15.8136666666667 16.7334583333333 15.3810833333333 12.7356666666667 9.70473333333333 10.7434583333333 7.04273333333333 9.24800416666667 5.22685
1963.70833333333 25.9070416666667 25.3404583333333 24.158875 23.6291666666667 21.9339166666667 20.2510833333333 8.662925 20.2412916666667 18.5515416666667 15.9036666666667 16.8834583333333 15.4910833333333 12.8056666666667 9.73473333333333 10.7634583333333 7.05873333333333 9.27000416666667 5.23585
1963.79166666667 25.5370416666667 25.2704583333333 24.198875 23.6691666666667 21.9639166666667 20.2710833333333 8.658925 20.3212916666667 18.6015416666667 15.9236666666667 16.8734583333333 15.4710833333333 12.7856666666667 9.72173333333333 10.7434583333333 7.04973333333333 9.26000416666667 5.23085
1963.875 24.6470416666667 24.6004583333333 23.898875 23.4191666666667 21.7939166666667 20.1210833333333 8.630925 20.3912916666667 18.6315416666667 15.9336666666667 16.8334583333333 15.4410833333333 12.7656666666667 9.71173333333333 10.7434583333333 7.04473333333333 9.25700416666667 5.22785
1963.95833333333 23.5470416666667 23.5704583333333 23.258875 22.9091666666667 21.4239166666667 19.8310833333333 8.578925 20.3612916666667 18.5715416666667 15.9036666666667 16.7534583333333 15.3810833333333 12.7456666666667 9.69873333333333 10.7334583333333 7.04173333333333 9.25800416666667 5.22485
1964.04166666667 22.6670416666667 22.7104583333333 22.568875 22.3491666666667 21.1039166666667 19.6010833333333 8.550925 20.3112916666667 18.5615416666667 15.9136666666667 16.8634583333333 15.4710833333333 12.7956666666667 9.72873333333333 10.7734583333333 7.05773333333333 9.28200416666667 5.23085
1964.125 22.2570416666667 22.2804583333333 22.168875 21.9791666666667 20.8439166666667 19.4210833333333 8.530925 20.1312916666667 18.4715416666667 15.8736666666667 16.8634583333333 15.4910833333333 12.8256666666667 9.75773333333333 10.8034583333333 7.07273333333333 9.30800416666666 5.23785
1964.20833333333 22.1770416666667 22.1504583333333 22.008875 21.8191666666667 20.7139166666667 19.3410833333333 8.515925 20.0012916666667 18.3915416666667 15.8336666666667 16.8534583333333 15.4910833333333 12.8256666666667 9.76773333333333 10.8134583333333 7.07473333333333 9.31400416666667 5.23585
1964.29166666667 22.2870416666667 22.2204583333333 22.028875 21.8391666666667 20.7339166666667 19.3510833333333 8.515925 19.9912916666667 18.3915416666667 15.8236666666667 16.8734583333333 15.5010833333333 12.8256666666667 9.76073333333333 10.8034583333333 7.06973333333333 9.29900416666667 5.23485
1964.375 22.8370416666667 22.6504583333333 22.308875 22.0691666666667 20.8839166666667 19.4710833333333 8.535925 20.0012916666667 18.4115416666667 15.8436666666667 16.8734583333333 15.5110833333333 12.8256666666667 9.76173333333333 10.8034583333333 7.06873333333333 9.29400416666667 5.23485
1964.45833333333 23.8270416666667 23.4204583333333 22.818875 22.4991666666667 21.1639166666667 19.6910833333333 8.576925 20.0412916666667 18.4415416666667 15.8636666666667 16.8834583333333 15.5210833333333 12.8356666666667 9.76873333333333 10.8134583333333 7.07273333333333 9.30000416666667 5.23685
1964.54166666667 24.6670416666667 24.0904583333333 23.258875 22.8791666666667 21.4339166666667 19.9010833333333 8.618925 20.1112916666667 18.5015416666667 15.9036666666667 16.9234583333333 15.5510833333333 12.8656666666667 9.78273333333333 10.8334583333333 7.08273333333333 9.31400416666667 5.24285
1964.625 25.3970416666667 24.7104583333333 23.668875 23.2091666666667 21.6539166666667 20.0510833333333 8.642925 20.1212916666667 18.4915416666667 15.9036666666667 16.8934583333333 15.5310833333333 12.8456666666667 9.77773333333333 10.8234583333333 7.08073333333333 9.31100416666666 5.24285
1964.70833333333 25.4970416666667 24.9704583333333 23.858875 23.3691666666667 21.7539166666667 20.1310833333333 8.650925 20.1612916666667 18.5115416666667 15.9036666666667 16.8834583333333 15.5110833333333 12.8356666666667 9.76673333333333 10.8134583333333 7.07473333333333 9.30400416666667 5.23985
1964.79166666667 24.8570416666667 24.6404583333333 23.738875 23.2691666666667 21.7139166666667 20.1110833333333 8.647925 20.2512916666667 18.5915416666667 15.9436666666667 16.9434583333333 15.5410833333333 12.8456666666667 9.76973333333333 10.8034583333333 7.07473333333333 9.30100416666667 5.24285
1964.875 23.7970416666667 23.7604583333333 23.248875 22.8891666666667 21.5139166666667 19.9610833333333 8.617925 20.3912916666667 18.6915416666667 15.9936666666667 17.0334583333333 15.6010833333333 12.8656666666667 9.76373333333333 10.7834583333333 7.06673333333333 9.28800416666667 5.23785
1964.95833333333 23.0470416666667 23.0604583333333 22.768875 22.5091666666667 21.3239166666667 19.8510833333333 8.594925 20.4612916666667 18.7715416666667 16.0536666666667 17.1834583333333 15.7110833333333 12.9256666666667 9.77373333333333 10.7934583333333 7.06373333333333 9.28600416666667 5.23185
1965.04166666667 22.4070416666667 22.4404583333333 22.258875 22.0691666666667 21.0539166666667 19.6410833333333 8.545925 20.3712916666667 18.7015416666667 15.9936666666667 17.2034583333333 15.7110833333333 12.9156666666667 9.75173333333333 10.7634583333333 7.04573333333333 9.26500416666667 5.21685
1965.125 21.9070416666667 21.9304583333333 21.808875 21.6691666666667 20.7539166666667 19.4010833333333 8.504925 20.1712916666667 18.5615416666667 15.9036666666667 17.1434583333333 15.6710833333333 12.8856666666667 9.74373333333333 10.7534583333333 7.04273333333333 9.25800416666667 5.21685
1965.20833333333 21.7770416666667 21.7604583333333 21.628875 21.4991666666667 20.6039166666667 19.2910833333333 8.484925 20.0312916666667 18.4615416666667 15.8536666666667 17.0834583333333 15.6310833333333 12.8656666666667 9.74173333333333 10.7534583333333 7.04173333333333 9.25500416666667 5.21685
1965.29166666667 22.1970416666667 22.0804583333333 21.828875 21.6591666666667 20.6739166666667 19.3310833333333 8.485925 19.9712916666667 18.4015416666667 15.8036666666667 16.9934583333333 15.5610833333333 12.8156666666667 9.71973333333333 10.7234583333333 7.03273333333333 9.23600416666667 5.21585
1965.375 22.7970416666667 22.6104583333333 22.198875 21.9591666666667 20.7939166666667 19.4010833333333 8.487925 19.9012916666667 18.3215416666667 15.7336666666667 16.8434583333333 15.4410833333333 12.7356666666667 9.68273333333333 10.6934583333333 7.01673333333333 9.20600416666667 5.20985
1965.45833333333 23.6570416666667 23.2804583333333 22.688875 22.3491666666667 21.0139166666667 19.5510833333333 8.514925 19.8912916666667 18.3015416666667 15.7236666666667 16.7534583333333 15.3810833333333 12.7056666666667 9.67473333333333 10.6834583333333 7.01673333333333 9.20100416666667 5.21385
1965.54166666667 24.6570416666667 24.0404583333333 23.228875 22.8191666666667 21.3339166666667 19.7910833333333 8.560925 19.9912916666667 18.3715416666667 15.7636666666667 16.7634583333333 15.3910833333333 12.7156666666667 9.67973333333333 10.6934583333333 7.02273333333333 9.20700416666667 5.22085
1965.625 25.5370416666667 24.8304583333333 23.768875 23.2791666666667 21.6339166666667 20.0010833333333 8.599925 20.0312916666667 18.3815416666667 15.7736666666667 16.7234583333333 15.3610833333333 12.6956666666667 9.67673333333333 10.6834583333333 7.02673333333333 9.21000416666667 5.22585
1965.70833333333 25.7370416666667 25.2104583333333 24.058875 23.5291666666667 21.7939166666667 20.1110833333333 8.621925 20.0912916666667 18.4115416666667 15.7836666666667 16.6934583333333 15.3310833333333 12.6856666666667 9.67273333333333 10.6834583333333 7.03073333333333 9.21200416666667 5.23085
1965.79166666667 25.1670416666667 24.9804583333333 24.028875 23.5191666666667 21.8339166666667 20.1510833333333 8.627925 20.2712916666667 18.5415416666667 15.8536666666667 16.7934583333333 15.3910833333333 12.7156666666667 9.67573333333333 10.6734583333333 7.03073333333333 9.21100416666667 5.23285
1965.875 24.3370416666667 24.3004583333333 23.688875 23.2591666666667 21.6939166666667 20.0510833333333 8.604925 20.3912916666667 18.6315416666667 15.8936666666667 16.8434583333333 15.4210833333333 12.7156666666667 9.66773333333333 10.6634583333333 7.02373333333333 9.19900416666666 5.22885
1965.95833333333 23.1670416666667 23.1904583333333 22.928875 22.6191666666667 21.2639166666667 19.7210833333333 8.546925 20.3112916666667 18.5615416666667 15.8536666666667 16.8234583333333 15.4010833333333 12.7156666666667 9.66373333333333 10.6634583333333 7.02073333333333 9.20200416666666 5.22585
1966.04166666667 22.4170416666667 22.4504583333333 22.308875 22.0791666666667 20.8839166666667 19.4410833333333 8.512925 20.1012916666667 18.4415416666667 15.8036666666667 16.8034583333333 15.4210833333333 12.7356666666667 9.69473333333333 10.7034583333333 7.03873333333333 9.23100416666666 5.23185
1966.125 21.9570416666667 21.9604583333333 21.858875 21.6791666666667 20.6239166666667 19.2710833333333 8.490925 19.9512916666667 18.3615416666667 15.7736666666667 16.8534583333333 15.4710833333333 12.7756666666667 9.72173333333333 10.7334583333333 7.05073333333333 9.25000416666667 5.23585
1966.20833333333 22.0370416666667 21.9704583333333 21.758875 21.5591666666667 20.4939166666667 19.1710833333333 8.476925 19.7612916666667 18.2415416666667 15.7136666666667 16.7934583333333 15.4310833333333 12.7656666666667 9.72673333333333 10.7434583333333 7.05373333333333 9.25200416666667 5.23685
1966.29166666667 22.2970416666667 22.1704583333333 21.878875 21.6491666666667 20.5539166666667 19.2310833333333 8.495925 19.7512916666667 18.2515416666667 15.7436666666667 16.8134583333333 15.4710833333333 12.7956666666667 9.75373333333333 10.7834583333333 7.06573333333333 9.27500416666667 5.23885
1966.375 22.9970416666667 22.7604583333333 22.268875 21.9791666666667 20.7439166666667 19.3710833333333 8.513925 19.7512916666667 18.2415416666667 15.7336666666667 16.7634583333333 15.4310833333333 12.7756666666667 9.74173333333333 10.7834583333333 7.05973333333333 9.26700416666667 5.23385
1966.45833333333 23.9870416666667 23.5204583333333 22.788875 22.4091666666667 21.0139166666667 19.5610833333333 8.544925 19.7712916666667 18.2415416666667 15.7336666666667 16.7134583333333 15.4010833333333 12.7656666666667 9.73773333333333 10.7834583333333 7.05773333333333 9.26800416666667 5.23085
1966.54166666667 24.8570416666667 24.2404583333333 23.298875 22.8391666666667 21.3039166666667 19.7810833333333 8.589925 19.8412916666667 18.2915416666667 15.7736666666667 16.7134583333333 15.4110833333333 12.7756666666667 9.75073333333333 10.8034583333333 7.06873333333333 9.28600416666667 5.23785
1966.625 25.4070416666667 24.8004583333333 23.688875 23.1891666666667 21.5639166666667 19.9810833333333 8.626925 19.9512916666667 18.3615416666667 15.8136666666667 16.7634583333333 15.4310833333333 12.7956666666667 9.75573333333333 10.8034583333333 7.07273333333333 9.29000416666667 5.24285
1966.70833333333 25.6270416666667 25.1104583333333 23.928875 23.3891666666667 21.6839166666667 20.0610833333333 8.640925 19.9712916666667 18.3715416666667 15.8136666666667 16.7234583333333 15.4010833333333 12.7756666666667 9.74673333333333 10.7934583333333 7.07173333333333 9.28500416666667 5.24685
1966.79166666667 25.1170416666667 24.8904583333333 23.888875 23.3691666666667 21.7139166666667 20.0910833333333 8.645925 20.1312916666667 18.4915416666667 15.8736666666667 16.8134583333333 15.4610833333333 12.7956666666667 9.74773333333333 10.7834583333333 7.07073333333333 9.27900416666666 5.24785
1966.875 24.2370416666667 24.2004583333333 23.548875 23.1091666666667 21.5939166666667 20.0310833333333 8.628925 20.3012916666667 18.6315416666667 15.9636666666667 16.9434583333333 15.5410833333333 12.8256666666667 9.74973333333333 10.7734583333333 7.06273333333333 9.26700416666667 5.24185
1966.95833333333 23.2670416666667 23.2904583333333 22.978875 22.6591666666667 21.3339166666667 19.8310833333333 8.585925 20.3612916666667 18.6715416666667 15.9836666666667 16.9934583333333 15.5710833333333 12.8456666666667 9.73973333333333 10.7634583333333 7.05173333333333 9.25700416666667 5.22885
1967.04166666667 22.3270416666667 22.3504583333333 22.228875 22.0491666666667 20.9839166666667 19.5810833333333 8.551925 20.3012916666667 18.6515416666667 15.9836666666667 17.1134583333333 15.6710833333333 12.9056666666667 9.76473333333333 10.7934583333333 7.06273333333333 9.27600416666666 5.23285
1967.125 22.0070416666667 22.0004583333333 21.898875 21.7591666666667 20.8339166666667 19.5010833333333 8.543925 20.2612916666667 18.6715416666667 16.0136666666667 17.2534583333333 15.7810833333333 12.9656666666667 9.79473333333333 10.8234583333333 7.07173333333333 9.28900416666667 5.23285
1967.20833333333 21.9870416666667 21.9404583333333 21.798875 21.6691666666667 20.7639166666667 19.4510833333333 8.521925 20.1812916666667 18.6215416666667 15.9736666666667 17.2334583333333 15.7610833333333 12.9356666666667 9.77173333333333 10.7934583333333 7.05273333333333 9.26100416666667 5.21985
1967.29166666667 22.3970416666667 22.2704583333333 22.008875 21.8491666666667 20.8839166666667 19.5510833333333 8.530925 20.2012916666667 18.6415416666667 15.9736666666667 17.2534583333333 15.7710833333333 12.9356666666667 9.75973333333333 10.7734583333333 7.04273333333333 9.24000416666667 5.21585
1967.375 23.0570416666667 22.8504583333333 22.428875 22.2091666666667 21.1139166666667 19.7110833333333 8.553925 20.2412916666667 18.6515416666667 15.9836666666667 17.2034583333333 15.7410833333333 12.9156666666667 9.74973333333333 10.7734583333333 7.03773333333333 9.23300416666667 5.21085
1967.45833333333 24.0170416666667 23.6004583333333 22.958875 22.6491666666667 21.3639166666667 19.8810833333333 8.584925 20.2512916666667 18.6315416666667 15.9736666666667 17.1134583333333 15.6810833333333 12.8856666666667 9.74173333333333 10.7734583333333 7.03773333333333 9.23300416666667 5.21185
1967.54166666667 24.9170416666667 24.3104583333333 23.438875 23.0291666666667 21.5739166666667 20.0210833333333 8.610925 20.2112916666667 18.5915416666667 15.9536666666667 17.0234583333333 15.6110833333333 12.8556666666667 9.73273333333333 10.7734583333333 7.03873333333333 9.23200416666667 5.21485
1967.625 25.6670416666667 24.9504583333333 23.888875 23.4291666666667 21.8839166666667 20.2710833333333 8.662925 20.3512916666667 18.7015416666667 16.0236666666667 17.1034583333333 15.6810833333333 12.8956666666667 9.75473333333333 10.7934583333333 7.05373333333333 9.25100416666667 5.22685
1967.70833333333 26.0870416666667 25.4404583333333 24.248875 23.7391666666667 22.1239166666667 20.4610833333333 8.700925 20.4712916666667 18.8015416666667 16.0836666666667 17.1834583333333 15.7310833333333 12.9256666666667 9.76473333333333 10.7934583333333 7.05973333333333 9.25600416666667 5.23485
1967.79166666667 25.5770416666667 25.3004583333333 24.258875 23.7591666666667 22.1339166666667 20.4610833333333 8.702925 20.5512916666667 18.8515416666667 16.1036666666667 17.1734583333333 15.7210833333333 12.9156666666667 9.76273333333333 10.7834583333333 7.06273333333333 9.25700416666667 5.23885
1967.875 24.5370416666667 24.4804583333333 23.838875 23.4091666666667 21.9439166666667 20.3410833333333 8.681925 20.6812916666667 18.9615416666667 16.1636666666667 17.2734583333333 15.7810833333333 12.9456666666667 9.77273333333333 10.7834583333333 7.06273333333333 9.25800416666667 5.23885
1967.95833333333 23.3470416666667 23.3804583333333 23.108875 22.8191666666667 21.5739166666667 20.0710833333333 8.625925 20.6812916666667 18.9615416666667 16.1536666666667 17.3134583333333 15.8010833333333 12.9456666666667 9.76173333333333 10.7634583333333 7.05173333333333 9.24500416666667 5.22985
1968.04166666667 22.5070416666667 22.5304583333333 22.398875 22.2191666666667 21.1639166666667 19.7410833333333 8.561925 20.4912916666667 18.8015416666667 16.0536666666667 17.2534583333333 15.7610833333333 12.9156666666667 9.73873333333333 10.7434583333333 7.03973333333333 9.23100416666666 5.21985
1968.125 22.1670416666667 22.1504583333333 22.018875 21.8791666666667 20.9739166666667 19.6310833333333 8.543925 20.3912916666667 18.7815416666667 16.0636666666667 17.3734583333333 15.8510833333333 12.9656666666667 9.76073333333333 10.7634583333333 7.04273333333333 9.23400416666667 5.21685
1968.20833333333 22.0470416666667 22.0104583333333 21.848875 21.7091666666667 20.8339166666667 19.5310833333333 8.530925 20.2512916666667 18.7015416666667 16.0336666666667 17.3634583333333 15.8610833333333 12.9756666666667 9.77673333333333 10.7934583333333 7.04773333333333 9.24500416666667 5.21585
1968.29166666667 22.4670416666667 22.3304583333333 22.048875 21.8691666666667 20.8939166666667 19.5610833333333 8.533925 20.1812916666667 18.6315416666667 15.9736666666667 17.2534583333333 15.7810833333333 12.9356666666667 9.75973333333333 10.7734583333333 7.04473333333333 9.23300416666667 5.21785
1968.375 23.1970416666667 22.9204583333333 22.468875 22.2391666666667 21.1439166666667 19.7410833333333 8.557925 20.2512916666667 18.6715416666667 15.9936666666667 17.2434583333333 15.7610833333333 12.9156666666667 9.74473333333333 10.7534583333333 7.03573333333333 9.21900416666667 5.21485
1968.45833333333 24.2870416666667 23.7304583333333 23.028875 22.7091666666667 21.4139166666667 19.9410833333333 8.595925 20.2612916666667 18.6715416666667 16.0036666666667 17.1634583333333 15.7210833333333 12.9056666666667 9.75073333333333 10.7734583333333 7.04173333333333 9.23200416666667 5.21585
1968.54166666667 25.2270416666667 24.5204583333333 23.578875 23.1591666666667 21.6639166666667 20.1010833333333 8.624925 20.2412916666667 18.6315416666667 15.9736666666667 17.0534583333333 15.6410833333333 12.8656666666667 9.74373333333333 10.7734583333333 7.04173333333333 9.23500416666667 5.21485
1968.625 25.9570416666667 25.2004583333333 24.078875 23.5891666666667 21.9539166666667 20.3210833333333 8.666925 20.3412916666667 18.6915416666667 16.0136666666667 17.0434583333333 15.6410833333333 12.8656666666667 9.74673333333333 10.7834583333333 7.04973333333333 9.24300416666667 5.22285
1968.70833333333 26.3170416666667 25.6504583333333 24.418875 23.8891666666667 22.1939166666667 20.5010833333333 8.699925 20.4712916666667 18.7815416666667 16.0636666666667 17.1134583333333 15.6810833333333 12.8856666666667 9.74973333333333 10.7834583333333 7.05273333333333 9.24400416666667 5.22785
1968.79166666667 25.6370416666667 25.4004583333333 24.358875 23.8491666666667 22.1839166666667 20.5010833333333 8.698925 20.5712916666667 18.8615416666667 16.1036666666667 17.1534583333333 15.7010833333333 12.8956666666667 9.74673333333333 10.7634583333333 7.05073333333333 9.23700416666667 5.23085
1968.875 24.6370416666667 24.6204583333333 24.018875 23.5791666666667 22.0239166666667 20.3810833333333 8.681925 20.7212916666667 18.9715416666667 16.1736666666667 17.1934583333333 15.7310833333333 12.9156666666667 9.75673333333333 10.7834583333333 7.05473333333333 9.24600416666667 5.22985
1968.95833333333 23.4570416666667 23.5004583333333 23.318875 23.0291666666667 21.7239166666667 20.1810833333333 8.653925 20.8412916666667 19.0715416666667 16.2536666666667 17.3234583333333 15.8410833333333 12.9856666666667 9.78073333333333 10.8034583333333 7.06373333333333 9.25900416666667 5.23285
1969.04166666667 22.5670416666667 22.6004583333333 22.528875 22.3791666666667 21.3339166666667 19.9010833333333 8.598925 20.7112916666667 19.0015416666667 16.2036666666667 17.4234583333333 15.9010833333333 13.0056666666667 9.77273333333333 10.7934583333333 7.05373333333333 9.24300416666667 5.22485
